,epoch,train_acc,validation_acc,train_loss,validation_loss,test_acc_with_4th_bin,test_acc_without_4th_bin,custom_accuracy
0,1,0.00014412864599229876,0.0005102896258119072,5.23960542678833,8.369531631469727,0.8677734209110727,0.4044313381684865,0.7805196461290649
1,2,0.0004200540752181969,0.0006816011430487619,5.172314167022705,8.311899185180664,0.8677734209110727,0.4044313381684865,0.7805196461290649
2,3,0.0003714973656058182,0.02859079874906143,5.127374172210693,8.267004013061523,0.8677734209110727,0.4044313381684865,0.7805196461290649
3,4,0.022656714853420395,0.04870349985784789,5.089217185974121,8.201809883117676,0.8677734209110727,0.4044313381684865,0.7805196461290649
4,5,0.03762836698390384,0.23930396495039255,5.0399017333984375,8.103060722351074,0.8677734209110727,0.4044313381684865,0.7805196461290649
5,6,0.1461202418278287,0.2783520561026994,4.977339267730713,7.968916893005371,0.8677734209110727,0.4044313381684865,0.7805196461290649
6,7,0.183957479737208,0.2918237022241338,4.891584396362305,7.807337284088135,0.8677734209110727,0.4044313381684865,0.7805196461290649
7,8,0.1970816646781538,0.2963871494492517,4.785607814788818,7.6148881912231445,0.8677734209110727,0.4044313381684865,0.7805196461290649
8,9,0.20274738487435373,0.30349839987753047,4.65893030166626,7.395716190338135,0.8677734209110727,0.4044313381684865,0.7805196461290649
9,10,0.20957384165271625,0.31918616094534796,4.505314350128174,7.172571182250977,0.8677734209110727,0.4044313381684865,0.7805196461290649
10,11,0.22180396654365633,0.34283808510172986,4.336971282958984,6.939162731170654,0.8677734209110727,0.4044313381684865,0.7805196461290649
11,12,0.24367529588763207,0.45171202169459895,4.151710033416748,6.709903717041016,0.8677734209110727,0.4044313381684865,0.7805196461290649
12,13,0.32986653841529395,0.5232728518629216,3.9586946964263916,6.4926629066467285,0.8677734209110727,0.4044313381684865,0.7805196461290649
13,14,0.4737685864294016,0.5294728708165363,3.7667958736419678,6.277988433837891,0.8677734209110727,0.4044313381684865,0.7805196461290649
14,15,0.5079178266325074,0.5112300166937607,3.5879600048065186,6.063086986541748,0.8677734209110727,0.4044313381684865,0.7805196461290649
15,16,0.4890415984560508,0.41804019624281036,3.428072214126587,5.862145900726318,0.8677734209110727,0.4044313381684865,0.7805196461290649
16,17,0.35709452064507974,0.26187699104077217,3.2968711853027344,5.695441246032715,0.8677734209110727,0.4044313381684865,0.7805196461290649
17,18,0.23369265298446493,0.18801985755629588,3.2101821899414062,5.577755451202393,0.8677734209110727,0.4044313381684865,0.7805196461290649
18,19,0.12440074854406945,0.17662946412299438,3.1718273162841797,5.489917278289795,0.8677734209110727,0.4044313381684865,0.7805196461290649
19,20,0.10811421154693969,0.31289137391836824,3.12788724899292,5.486372947692871,0.8677734209110727,0.4044313381684865,0.7805196461290649
20,21,0.219218899812864,0.39760674165494214,3.095644235610962,5.576455116271973,0.8677734209110727,0.4044313381684865,0.7805196461290649
21,22,0.3941664123219973,0.3795242642717074,3.0889766216278076,5.592021942138672,0.8677734209110727,0.4044313381684865,0.7805196461290649
22,23,0.35984683826453695,0.3112438674121755,3.0848586559295654,5.5030598640441895,0.8677734209110727,0.4044313381684865,0.7805196461290649
23,24,0.23341364458954936,0.2276001078898066,3.0727429389953613,5.417117118835449,0.8677734209110727,0.4044313381684865,0.7805196461290649
24,25,0.1597061008808033,0.2505959453844303,3.070730686187744,5.363414764404297,0.8677734209110727,0.4044313381684865,0.7805196461290649
25,26,0.17321026134300152,0.2651829388308536,3.0735886096954346,5.381284236907959,0.8677734209110727,0.4044313381684865,0.7805196461290649
26,27,0.1942191310352907,0.3114880774473855,3.0623247623443604,5.485884666442871,0.8677734209110727,0.4044313381684865,0.7805196461290649
27,28,0.2522081741752296,0.31473935134898706,3.0629141330718994,5.5077996253967285,0.8677734209110727,0.4044313381684865,0.7805196461290649
28,29,0.2577991324534549,0.30110732848801186,3.062300443649292,5.385856628417969,0.8677734209110727,0.4044313381684865,0.7805196461290649
29,30,0.22390963210970424,0.27790008529126603,3.050036668777466,5.319693565368652,0.8677734209110727,0.4044313381684865,0.7805196461290649
30,31,0.19808439926872054,0.2892649642432769,3.053539752960205,5.347400188446045,0.8677734209110727,0.4044313381684865,0.7805196461290649
31,32,0.20913528978336,0.3244202745358187,3.0475821495056152,5.431232452392578,0.8677734209110727,0.4044313381684865,0.7805196461290649
32,33,0.24698640103834285,0.33632460252083074,3.0432286262512207,5.49673318862915,0.8677734209110727,0.4044313381684865,0.7805196461290649
33,34,0.2725333962258334,0.31372970687505924,3.0458719730377197,5.452132701873779,0.8677734209110727,0.4044313381684865,0.7805196461290649
34,35,0.24021852060808416,0.3008558286010045,3.0390098094940186,5.363319396972656,0.8677734209110727,0.4044313381684865,0.7805196461290649
35,36,0.219318325456356,0.2978706342900049,3.037860870361328,5.3455891609191895,0.8677734209110727,0.4044313381684865,0.7805196461290649
36,37,0.21611974855331836,0.31017590412386914,3.0376312732696533,5.399725437164307,0.8677734209110727,0.4044313381684865,0.7805196461290649
37,38,0.25722030564521847,0.33659432703733133,3.0318033695220947,5.447597980499268,0.8677734209110727,0.4044313381684865,0.7805196461290649
38,39,0.28327059498154844,0.3343490526837589,3.032979965209961,5.417713165283203,0.8677734209110727,0.4044313381684865,0.7805196461290649
39,40,0.28263935775658755,0.3061519059317524,3.029660701751709,5.35390567779541,0.8677734209110727,0.4044313381684865,0.7805196461290649
40,41,0.2608582051590348,0.2906937751955503,3.026798963546753,5.31511116027832,0.8677734209110727,0.4044313381684865,0.7805196461290649
41,42,0.21386378840989878,0.2969302434081515,3.0269877910614014,5.339963912963867,0.8677734209110727,0.4044313381684865,0.7805196461290649
42,43,0.22090990649365064,0.3321511623668691,3.022643804550171,5.408745765686035,0.8677734209110727,0.4044313381684865,0.7805196461290649
43,44,0.29638707250827007,0.3579608826552556,3.0209498405456543,5.425785064697266,0.8677734209110727,0.4044313381684865,0.7805196461290649
44,45,0.3179824764230199,0.3129351130291521,3.019482374191284,5.387432098388672,0.8677734209110727,0.4044313381684865,0.7805196461290649
45,46,0.23476090059593727,0.31460084416483813,3.0154361724853516,5.3597846031188965,0.8677734209110727,0.4044313381684865,0.7805196461290649
46,47,0.23334350712010926,0.3173090241075399,3.0149636268615723,5.371657848358154,0.8677734209110727,0.4044313381684865,0.7805196461290649
47,48,0.23517555948119853,0.3206805805637971,3.01186203956604,5.418278694152832,0.8677734209110727,0.4044313381684865,0.7805196461290649
48,49,0.24118271812752995,0.3202504793077557,3.009253978729248,5.428554058074951,0.8677734209110727,0.4044313381684865,0.7805196461290649
49,50,0.2433269207646988,0.31592030734015175,3.0077919960021973,5.3765435218811035,0.8677734209110727,0.4044313381684865,0.7805196461290649
50,51,0.23665152930513036,0.31063151986120124,3.0049149990081787,5.337246417999268,0.8677734209110727,0.4044313381684865,0.7805196461290649
51,52,0.2318875765731603,0.3104310489367751,3.004096746444702,5.34182071685791,0.8677734209110727,0.4044313381684865,0.7805196461290649
52,53,0.23275388993195895,0.3211361963011292,3.0026543140411377,5.385042667388916,0.8677734209110727,0.4044313381684865,0.7805196461290649
53,54,0.2411642203333919,0.3293518592767009,3.000617742538452,5.435083389282227,0.8677734209110727,0.4044313381684865,0.7805196461290649
54,55,0.24787660738123646,0.3291003593896936,2.999769449234009,5.429111003875732,0.8677734209110727,0.4044313381684865,0.7805196461290649
55,56,0.24828741255938563,0.32708107044183793,2.997755527496338,5.397822856903076,0.8677734209110727,0.4044313381684865,0.7805196461290649
56,57,0.24687849723920421,0.32945027227596463,2.996318817138672,5.393290042877197,0.8677734209110727,0.4044313381684865,0.7805196461290649
57,58,0.2488500537977513,0.33256668391931593,2.994342565536499,5.410311222076416,0.8677734209110727,0.4044313381684865,0.7805196461290649
58,59,0.2515931225201395,0.34239704906799245,2.991819143295288,5.42403507232666,0.8677734209110727,0.4044313381684865,0.7805196461290649
59,60,0.26513582005345865,0.33344511106089214,2.99078369140625,5.3979034423828125,0.8677734209110727,0.4044313381684865,0.7805196461290649
60,61,0.25322786507708955,0.33288379247249905,2.9890618324279785,5.374391555786133,0.8677734209110727,0.4044313381684865,0.7805196461290649
61,62,0.25249334850152455,0.33532224789870024,2.987884521484375,5.402585029602051,0.8677734209110727,0.4044313381684865,0.7805196461290649
62,63,0.253650231376575,0.3487975389460332,2.9862046241760254,5.4495344161987305,0.8677734209110727,0.4044313381684865,0.7805196461290649
63,64,0.26827196690128036,0.34593262718968926,2.984956979751587,5.466320514678955,0.8677734209110727,0.4044313381684865,0.7805196461290649
64,65,0.262771185369478,0.3431952878397982,2.9838814735412598,5.421425819396973,0.8677734209110727,0.4044313381684865,0.7805196461290649
65,66,0.25918030108242923,0.34342856309731223,2.9820492267608643,5.394450664520264,0.8677734209110727,0.4044313381684865,0.7805196461290649
66,67,0.2581513612835003,0.34841117680077566,2.9809179306030273,5.403520584106445,0.8677734209110727,0.4044313381684865,0.7805196461290649
67,68,0.2647396589623354,0.3604175627109501,2.979269504547119,5.429659366607666,0.8677734209110727,0.4044313381684865,0.7805196461290649
68,69,0.28037646094036617,0.36176254036755434,2.9780805110931396,5.426347732543945,0.8677734209110727,0.4044313381684865,0.7805196461290649
69,70,0.2795849094995422,0.35759639006538996,2.9763376712799072,5.41768741607666,0.8677734209110727,0.4044313381684865,0.7805196461290649
70,71,0.27005392106991244,0.3608585987446875,2.9749112129211426,5.433980464935303,0.8677734209110727,0.4044313381684865,0.7805196461290649
71,72,0.27181275299587193,0.37151636207235905,2.973269462585449,5.464200973510742,0.8677734209110727,0.4044313381684865,0.7805196461290649
72,73,0.286194787938205,0.37347733220583623,2.971550703048706,5.460271835327148,0.8677734209110727,0.4044313381684865,0.7805196461290649
73,74,0.2878950435160607,0.3651851257863928,2.9695632457733154,5.424844264984131,0.8677734209110727,0.4044313381684865,0.7805196461290649
74,75,0.27396928749579946,0.3658667269294415,2.967470407485962,5.416367053985596,0.8677734209110727,0.4044313381684865,0.7805196461290649
75,76,0.27334652842648516,0.3778840476173119,2.965716600418091,5.456457138061523,0.8677734209110727,0.4044313381684865,0.7805196461290649
76,77,0.29060651184012976,0.3815800024785496,2.9635703563690186,5.487544059753418,0.8677734209110727,0.4044313381684865,0.7805196461290649
77,78,0.29364015007876976,0.38101868389015653,2.9614205360412598,5.493942737579346,0.8677734209110727,0.4044313381684865,0.7805196461290649
78,79,0.2909803214300028,0.38458342141904256,2.959179639816284,5.482300281524658,0.8677734209110727,0.4044313381684865,0.7805196461290649
79,80,0.29317693448389615,0.3858883048907616,2.95707368850708,5.544304370880127,0.8677734209110727,0.4044313381684865,0.7805196461290649
80,81,0.29447948748778374,0.38978473067642533,2.954474449157715,5.483096122741699,0.8677734209110727,0.4044313381684865,0.7805196461290649
81,82,0.29869236010272443,0.4093506929004133,2.9535083770751953,5.597095012664795,0.8677734209110727,0.4044313381684865,0.7805196461290649
82,83,0.3653984887302189,0.38417518971839304,2.9555675983428955,5.384063243865967,0.8677734209110727,0.4044313381684865,0.7805196461290649
83,84,0.29307519661613685,0.415794921889238,2.9553561210632324,5.601564884185791,0.8677734209110727,0.4044313381684865,0.7805196461290649
84,85,0.3685585285621356,0.4160865159611305,2.9448838233947754,5.613526821136475,0.8677734209110727,0.4044313381684865,0.7805196461290649
85,86,0.36647059004880334,0.39249655554502577,2.941452980041504,5.443545341491699,0.8677734209110727,0.4044313381684865,0.7805196461290649
86,87,0.30123041160674924,0.4237918893108903,2.9439432621002197,5.616060733795166,0.8677734209110727,0.4044313381684865,0.7805196461290649
87,88,0.36544935766409853,0.41531014674471667,2.9353513717651367,5.614364147186279,0.8677734209110727,0.4044313381684865,0.7805196461290649
88,89,0.3604572654710926,0.3904080130050956,2.9327378273010254,5.449700355529785,0.8677734209110727,0.4044313381684865,0.7805196461290649
89,90,0.3020019237705904,0.4533340137195011,2.9325571060180664,5.586555004119873,0.8677734209110727,0.4044313381684865,0.7805196461290649
90,91,0.40209194636872886,0.41520444389365563,2.926321268081665,5.587867259979248,0.8677734209110727,0.4044313381684865,0.7805196461290649
91,92,0.35860440309159797,0.4016890586614374,2.924335479736328,5.445377826690674,0.8677734209110727,0.4044313381684865,0.7805196461290649
92,93,0.3317587086073319,0.4570518381361307,2.921164035797119,5.559142589569092,0.8677734209110727,0.4044313381684865,0.7805196461290649
93,94,0.4052111369052574,0.42276766513336783,2.9171483516693115,5.587652683258057,0.8677734209110727,0.4044313381684865,0.7805196461290649
94,95,0.367346152304671,0.3817330893662932,2.9133872985839844,5.459769248962402,0.8677734209110727,0.4044313381684865,0.7805196461290649
95,96,0.33896205794125717,0.4490512257885797,2.91139817237854,5.489902019500732,0.8677734209110727,0.4044313381684865,0.7805196461290649
96,97,0.40431553537240683,0.4455849012589574,2.9068570137023926,5.499000549316406,0.8677734209110727,0.4044313381684865,0.7805196461290649
97,98,0.40527896215043024,0.3655933574870423,2.903203010559082,5.4276041984558105,0.8677734209110727,0.4044313381684865,0.7805196461290649
98,99,0.3409983567792874,0.43992797626424257,2.901219367980957,5.478506088256836,0.8677734209110727,0.4044313381684865,0.7805196461290649
