,epoch,train_acc,validation_acc,train_loss,validation_loss,test_acc_with_4th_bin
58,59,0.6005605556933078,0.5960881048487566,2.6509459018707275,2.6475281715393066,0.5988330993076066
59,60,0.6005605556933078,0.5960881048487566,2.6509268283843994,2.6474268436431885,0.5988330993076066
60,61,0.6005605556933078,0.5960881048487566,2.6509225368499756,2.6473429203033447,0.5988330993076066
61,62,0.6005605556933078,0.5960881048487566,2.6509084701538086,2.6472814083099365,0.5988330993076066
62,63,0.6005605556933078,0.5960881048487566,2.6509244441986084,2.647244453430176,0.5988330993076066
63,64,0.6005605556933078,0.5960881048487566,2.6509296894073486,2.6472246646881104,0.5988330993076066
64,65,0.6005605556933078,0.5960881048487566,2.650923490524292,2.6472208499908447,0.5988330993076066
65,66,0.6005605556933078,0.5960881048487566,2.650932550430298,2.647235155105591,0.5988330993076066
66,67,0.6005605556933078,0.5960881048487566,2.650926113128662,2.6472690105438232,0.5988330993076066
67,68,0.6005605556933078,0.5960881048487566,2.6509182453155518,2.647315263748169,0.5988330993076066
68,69,0.6005605556933078,0.5960881048487566,2.6509244441986084,2.647369861602783,0.5988330993076066
69,70,0.6005605556933078,0.5960881048487566,2.6509149074554443,2.647425413131714,0.5988330993076066
70,71,0.6005605556933078,0.5960881048487566,2.650913953781128,2.6474685668945312,0.5988330993076066
71,72,0.6005605556933078,0.5960881048487566,2.650919198989868,2.6474955081939697,0.5988330993076066
72,73,0.6005605556933078,0.5960881048487566,2.6509222984313965,2.6475017070770264,0.5988330993076066
73,74,0.6005605556933078,0.5960881048487566,2.650921106338501,2.647486686706543,0.5988330993076066
74,75,0.6005605556933078,0.5960881048487566,2.650916576385498,2.647458791732788,0.5988330993076066
75,76,0.6005605556933078,0.5960881048487566,2.65091872215271,2.6474292278289795,0.5988330993076066
76,77,0.6005605556933078,0.5960881048487566,2.650918960571289,2.6473987102508545,0.5988330993076066
77,78,0.6005605556933078,0.5960881048487566,2.650920867919922,2.6473772525787354,0.5988330993076066
78,79,0.6005605556933078,0.5960881048487566,2.650916337966919,2.647364854812622,0.5988330993076066
79,80,0.6005605556933078,0.5960881048487566,2.6509134769439697,2.6473636627197266,0.5988330993076066
80,81,0.6005605556933078,0.5960881048487566,2.650918483734131,2.6473658084869385,0.5988330993076066
81,82,0.6005605556933078,0.5960881048487566,2.650912046432495,2.6473615169525146,0.5988330993076066
82,83,0.6005605556933078,0.5960881048487566,2.6509175300598145,2.647357225418091,0.5988330993076066
83,84,0.6005605556933078,0.5960881048487566,2.6509151458740234,2.647347927093506,0.5988330993076066
84,85,0.6005605556933078,0.5960881048487566,2.650906801223755,2.6473469734191895,0.5988330993076066
85,86,0.6005605556933078,0.5960881048487566,2.6509132385253906,2.647347927093506,0.5988330993076066
86,87,0.6005605556933078,0.5960881048487566,2.650907516479492,2.6473629474639893,0.5988330993076066
87,88,0.6005605556933078,0.5960881048487566,2.6509134769439697,2.6473796367645264,0.5988330993076066
88,89,0.6005605556933078,0.5960881048487566,2.6509127616882324,2.647400379180908,0.5988330993076066
89,90,0.6005605556933078,0.5960881048487566,2.6509206295013428,2.6474149227142334,0.5988330993076066
90,91,0.6005605556933078,0.5960881048487566,2.6509149074554443,2.6474223136901855,0.5988330993076066
91,92,0.6005605556933078,0.5960881048487566,2.6509199142456055,2.6474270820617676,0.5988330993076066
92,93,0.6005605556933078,0.5960881048487566,2.650920867919922,2.6474204063415527,0.5988330993076066
93,94,0.6005605556933078,0.5960881048487566,2.650909662246704,2.647409439086914,0.5988330993076066
94,95,0.6005605556933078,0.5960881048487566,2.6509108543395996,2.647397756576538,0.5988330993076066
95,96,0.6005605556933078,0.5960881048487566,2.650912046432495,2.6473913192749023,0.5988330993076066
96,97,0.6005605556933078,0.5960881048487566,2.6509029865264893,2.647378444671631,0.5988330993076066
97,98,0.6005605556933078,0.5960881048487566,2.6509153842926025,2.647369146347046,0.5988330993076066
98,99,0.6005605556933078,0.5960881048487566,2.6509106159210205,2.647362232208252,0.5988330993076066
