,epoch,train_acc,validation_acc,train_loss,validation_loss,test_acc_with_4th_bin
0,1,0.6005605556933078,0.34073852593810733,2.712252140045166,3.3475470542907715,0.5988330993076066
1,2,0.338458637606546,0.34073852593810733,3.4095451831817627,2.6549487113952637,0.5988330993076066
2,3,0.338458637606546,0.5960881048487566,2.6573102474212646,2.6925268173217773,0.5988330993076066
3,4,0.6005605556933078,0.5960881048487566,2.6869287490844727,2.713416337966919,0.5988330993076066
4,5,0.6005605556933078,0.5960881048487566,2.705620765686035,2.7125751972198486,0.5988330993076066
5,6,0.6005605556933078,0.5960881048487566,2.7051167488098145,2.6985292434692383,0.5988330993076066
6,7,0.6005605556933078,0.5960881048487566,2.6928558349609375,2.675480365753174,0.5988330993076066
7,8,0.6005605556933078,0.5959635222006279,2.673152208328247,2.653944730758667,0.5988330993076066
8,9,0.6004548816900105,0.34073852593810733,2.6563777923583984,2.648763656616211,0.5988330993076066
9,10,0.338458637606546,0.34073852593810733,2.6559689044952393,2.658665657043457,0.5988330993076066
10,11,0.338458637606546,0.34073852593810733,2.6675596237182617,2.656623363494873,0.5988330993076066
11,12,0.338458637606546,0.34073852593810733,2.664660930633545,2.6503746509552,0.5988330993076066
12,13,0.338458637606546,0.34073852593810733,2.6565020084381104,2.6475439071655273,0.5988330993076066
13,14,0.338458637606546,0.5960233218717297,2.651531457901001,2.6491920948028564,0.5988330993076066
14,15,0.6005094453910594,0.5960881048487566,2.651444435119629,2.6514956951141357,0.5988330993076066
15,16,0.6005605556933078,0.5960881048487566,2.6530699729919434,2.6518337726593018,0.5988330993076066
16,17,0.6005605556933078,0.5960881048487566,2.653853178024292,2.6518943309783936,0.5988330993076066
17,18,0.6005605556933078,0.5960881048487566,2.6540322303771973,2.6512813568115234,0.5988330993076066
18,19,0.6005605556933078,0.5960881048487566,2.653430938720703,2.6502702236175537,0.5988330993076066
19,20,0.6005605556933078,0.5960881048487566,2.6524980068206787,2.649301528930664,0.5988330993076066
20,21,0.6005605556933078,0.5960881048487566,2.651695489883423,2.6485435962677,0.5988330993076066
21,22,0.6005605556933078,0.5960881048487566,2.6512253284454346,2.648054838180542,0.5988330993076066
22,23,0.6005605556933078,0.34073852593810733,2.651111364364624,2.647777557373047,0.5988330993076066
23,24,0.338458637606546,0.34073852593810733,2.6512820720672607,2.647613525390625,0.5988330993076066
24,25,0.338458637606546,0.34073852593810733,2.651592254638672,2.6474802494049072,0.5988330993076066
25,26,0.338458637606546,0.34073852593810733,2.6518776416778564,2.647310972213745,0.5988330993076066
26,27,0.338458637606546,0.34073852593810733,2.6520166397094727,2.6470859050750732,0.5988330993076066
27,28,0.338458637606546,0.34073852593810733,2.6519410610198975,2.646862506866455,0.5988330993076066
28,29,0.338458637606546,0.34073852593810733,2.651705265045166,2.6467363834381104,0.5988330993076066
29,30,0.338458637606546,0.5960881048487566,2.651416778564453,2.646789312362671,0.5988330993076066
30,31,0.6005605556933078,0.5960881048487566,2.6511964797973633,2.647028684616089,0.5988330993076066
31,32,0.6005605556933078,0.5960881048487566,2.651104688644409,2.6473639011383057,0.5988330993076066
32,33,0.6005605556933078,0.5960881048487566,2.651118516921997,2.64768648147583,0.5988330993076066
33,34,0.6005605556933078,0.5960881048487566,2.6511480808258057,2.6479358673095703,0.5988330993076066
34,35,0.6005605556933078,0.5960881048487566,2.651155948638916,2.648104429244995,0.5988330993076066
35,36,0.6005605556933078,0.5960881048487566,2.6511406898498535,2.6482207775115967,0.5988330993076066
36,37,0.6005605556933078,0.5960881048487566,2.6511342525482178,2.6482954025268555,0.5988330993076066
37,38,0.6005605556933078,0.5960881048487566,2.651156425476074,2.6483118534088135,0.5988330993076066
38,39,0.6005605556933078,0.5960881048487566,2.6511740684509277,2.648240089416504,0.5988330993076066
39,40,0.6005605556933078,0.5960881048487566,2.651139974594116,2.64808988571167,0.5988330993076066
40,41,0.6005605556933078,0.5960881048487566,2.6510772705078125,2.647892475128174,0.5988330993076066
41,42,0.6005605556933078,0.5960881048487566,2.6510138511657715,2.6476821899414062,0.5988330993076066
42,43,0.6005605556933078,0.5960881048487566,2.6509644985198975,2.6474788188934326,0.5988330993076066
43,44,0.6005605556933078,0.5960881048487566,2.6509509086608887,2.6472861766815186,0.5988330993076066
44,45,0.6005605556933078,0.5960881048487566,2.6509640216827393,2.6471126079559326,0.5988330993076066
45,46,0.6005605556933078,0.5960881048487566,2.650996685028076,2.6469826698303223,0.5988330993076066
46,47,0.6005605556933078,0.5960881048487566,2.651017904281616,2.6469147205352783,0.5988330993076066
47,48,0.6005605556933078,0.5960881048487566,2.6510260105133057,2.646906852722168,0.5988330993076066
48,49,0.6005605556933078,0.5960881048487566,2.651033878326416,2.6469554901123047,0.5988330993076066
49,50,0.6005605556933078,0.5960881048487566,2.6510086059570312,2.647061347961426,0.5988330993076066
50,51,0.6005605556933078,0.5960881048487566,2.6509482860565186,2.647216796875,0.5988330993076066
51,52,0.6005605556933078,0.5960881048487566,2.6509170532226562,2.6474132537841797,0.5988330993076066
52,53,0.6005605556933078,0.5960881048487566,2.650911808013916,2.647599935531616,0.5988330993076066
53,54,0.6005605556933078,0.5960881048487566,2.6509275436401367,2.6477458477020264,0.5988330993076066
54,55,0.6005605556933078,0.5960881048487566,2.650952100753784,2.6478211879730225,0.5988330993076066
55,56,0.6005605556933078,0.5960881048487566,2.65096378326416,2.647813558578491,0.5988330993076066
56,57,0.6005605556933078,0.5960881048487566,2.6509687900543213,2.6477458477020264,0.5988330993076066
57,58,0.6005605556933078,0.5960881048487566,2.650951385498047,2.6476454734802246,0.5988330993076066
